News Name,Unnamed: 0,GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1Type1Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_ADM2Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_ADM2Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL,URL Preprocessed,Len,Language,News Name Suffix
www.bignewsnetwork.com,53,53,53,53,53,53,51,51,37,14,53,53,53,53,53,53,53,53,53,53,53,49,49,49,23,49,49,49,53,51,51,51,18,51,51,51,53,53,53,53,53,53
www.mondaq.com,53,53,53,53,53,53,49,49,31,25,53,53,53,53,53,53,53,53,53,53,53,47,47,47,15,47,47,47,53,51,51,51,14,51,51,51,53,53,53,53,53,53
neoskosmos.com,53,53,53,53,53,53,53,53,50,10,53,53,53,53,53,53,53,53,53,53,53,53,53,53,18,53,53,53,53,53,53,53,24,53,53,53,53,53,53,53,53,53
www.businesswire.com,52,52,52,52,52,52,43,43,31,20,52,52,52,52,52,52,52,52,52,52,52,40,40,40,26,40,40,40,52,49,49,49,29,49,49,49,52,52,52,52,52,52
reason.com,52,52,52,52,52,52,46,46,32,23,52,52,52,52,52,52,52,52,52,52,52,44,44,44,11,44,44,44,52,50,50,50,13,50,50,50,52,52,52,52,52,52
tech.firstpost.com,52,52,52,52,52,52,48,48,26,31,52,52,52,52,52,52,52,52,52,52,52,48,48,48,9,48,48,48,52,52,52,52,10,52,52,52,52,52,52,52,52,52
www.caixinglobal.com,52,52,52,52,52,52,50,50,33,22,52,52,52,52,52,52,52,52,52,52,52,50,50,50,41,50,50,50,52,52,52,52,45,52,52,52,52,52,52,52,52,52
safehaven.com,52,52,52,52,52,52,45,45,29,22,52,52,52,52,52,52,52,52,52,52,52,44,44,44,9,44,44,44,52,49,49,49,10,49,49,49,52,52,52,52,52,52
tokenist.com,52,52,52,52,52,52,48,48,17,39,52,52,52,52,52,52,52,52,52,52,52,48,48,48,14,48,48,48,52,52,52,52,16,52,52,52,52,52,52,52,52,52
www.erienewsnow.com,52,52,52,52,52,52,49,49,22,32,52,52,52,52,52,52,52,52,52,52,52,49,49,49,15,49,49,49,52,52,52,52,17,52,52,52,52,52,52,52,52,52
www.vox.com,52,52,52,52,52,52,44,44,20,29,52,52,52,52,52,52,52,52,52,52,52,44,44,44,6,44,44,44,52,52,52,52,10,52,52,52,52,52,52,52,52,52
business.newsfactor.com,52,52,52,52,52,52,52,52,26,34,52,52,52,52,52,52,52,52,52,52,52,47,47,47,15,47,47,47,52,47,47,47,5,47,47,47,52,52,52,52,52,52
www.winnipegfreepress.com,51,51,51,51,51,51,46,46,26,23,51,51,51,51,51,51,51,51,51,51,51,46,46,46,32,46,46,46,51,51,51,51,37,51,51,51,51,51,51,51,51,51
brazilbusiness.einnews.com,51,51,51,51,51,51,49,49,34,21,51,51,51,51,51,51,51,51,51,51,51,49,49,49,19,49,49,49,51,51,51,51,19,51,51,51,51,51,51,51,51,51
www.bitcoinisle.com,51,51,51,51,51,51,47,47,15,35,51,51,51,51,51,51,51,51,51,51,51,47,47,47,41,47,47,47,51,51,51,51,45,51,51,51,51,51,51,51,51,51
www.csmonitor.com,51,51,51,51,51,51,48,48,29,26,51,51,51,51,51,51,51,51,51,51,51,48,48,48,23,48,48,48,51,51,51,51,17,51,51,51,51,51,51,51,51,51
www.malaysia-chronicle.com,51,51,51,51,51,51,47,47,34,18,51,51,51,51,51,51,51,51,51,51,51,47,47,47,13,47,47,47,51,51,51,51,14,51,51,51,51,51,51,51,51,51
www.arabtimesonline.com,50,50,50,50,50,50,45,45,22,19,50,50,50,50,50,50,50,50,50,50,50,45,45,45,6,45,45,45,50,50,50,50,6,50,50,50,50,50,50,50,50,50
lovinmalta.com,50,50,50,50,50,50,48,48,34,19,50,50,50,50,50,50,50,50,50,50,50,48,48,48,20,48,48,48,50,50,50,50,23,50,50,50,50,50,50,50,50,50
ethereumworldnews.com,49,49,49,49,49,49,43,43,26,24,49,49,49,49,49,49,49,49,49,49,49,40,40,40,10,40,40,40,49,46,46,46,8,46,46,46,49,49,49,49,49,49
www.gobankingrates.com,49,49,49,49,49,49,47,47,32,23,49,49,49,49,49,49,49,49,49,49,49,45,45,45,19,45,45,45,49,47,47,47,17,47,47,47,49,49,49,49,49,49
www.slashgear.com,49,49,49,49,49,49,46,46,23,35,49,49,49,49,49,49,49,49,49,49,49,44,44,44,14,44,44,44,49,46,46,46,11,46,46,46,49,49,49,49,49,49
japantoday.com,49,49,49,49,49,49,41,41,24,25,49,49,49,49,49,49,49,49,49,49,49,41,41,41,11,41,41,41,49,49,49,49,11,49,49,49,49,49,49,49,49,49
www.enca.com,49,49,49,49,49,49,47,47,38,16,49,49,49,49,49,49,49,49,49,49,49,47,47,47,35,47,47,47,49,49,49,49,33,49,49,49,49,49,49,49,49,49
www.insidermonkey.com,49,49,49,49,49,49,47,47,28,30,49,49,49,49,49,49,49,49,49,49,49,40,40,40,9,40,40,40,49,41,41,41,10,41,41,41,49,49,49,49,49,49
oilprice.com,49,49,49,49,49,49,44,44,29,21,49,49,49,49,49,49,49,49,49,49,49,44,44,44,11,44,44,44,49,49,49,49,10,49,49,49,49,49,49,49,49,49
www.thejakartapost.com,49,49,49,49,49,49,46,46,28,31,49,49,49,49,49,49,49,49,49,49,49,46,46,46,32,46,46,46,49,49,49,49,29,49,49,49,49,49,49,49,49,49
investmentwatchblog.com,49,49,49,49,49,49,44,44,23,28,49,49,49,49,49,49,49,49,49,49,49,44,44,44,6,44,44,44,49,49,49,49,8,49,49,49,49,49,49,49,49,49
www.balkaninsight.com,48,48,48,48,48,48,45,45,32,22,48,48,48,48,48,48,48,48,48,48,48,44,45,45,41,44,44,45,48,46,48,48,44,46,46,48,48,48,48,48,48,48
blocktribune.com,48,48,48,48,48,48,45,45,23,27,48,48,48,48,48,48,48,48,48,48,48,43,43,43,28,43,43,43,48,46,46,46,30,46,46,46,48,48,48,48,48,48
blogs.wsj.com,48,48,48,48,48,48,46,46,31,22,48,48,48,48,48,48,48,48,48,48,48,43,43,43,24,43,43,43,48,45,45,45,17,45,45,45,48,48,48,48,48,48
ameinfo.com,48,48,48,48,48,48,41,41,25,24,48,48,48,48,48,48,48,48,48,48,48,41,41,41,8,41,41,41,48,48,48,48,10,48,48,48,48,48,48,48,48,48
theconversation.com,47,47,47,47,47,47,44,44,21,31,47,47,47,47,47,47,47,47,47,47,47,42,42,42,11,42,42,42,47,45,45,45,11,45,45,45,47,47,47,47,47,47
www.dailydot.com,47,47,47,47,47,47,42,42,34,15,47,47,47,47,47,47,47,47,47,47,47,41,41,41,18,41,41,41,47,45,45,45,13,45,45,45,47,47,47,47,47,47
www.inverse.com,47,47,47,47,47,47,44,44,33,18,47,47,47,47,47,47,47,47,47,47,47,43,43,43,5,43,43,43,47,45,45,45,5,45,45,45,47,47,47,47,47,47
www.oregonlive.com,47,47,47,47,47,47,40,40,18,27,47,47,47,47,47,47,47,47,47,47,47,40,40,40,6,40,40,40,47,47,47,47,7,47,47,47,47,47,47,47,47,47
www.marketpulse.com,47,47,47,47,47,47,40,40,22,24,47,47,47,47,47,47,47,47,47,47,47,40,40,40,9,40,40,40,47,46,46,46,9,46,46,46,47,47,47,47,47,47
greekreporter.com,47,47,47,47,47,47,44,44,16,38,47,47,47,47,47,47,47,47,47,47,47,44,44,44,28,44,44,44,47,47,47,47,6,47,47,47,47,47,47,47,47,47
markets.financialcontent.com,47,47,47,47,47,47,37,37,24,19,47,47,47,47,47,47,47,47,47,47,47,36,36,36,16,36,36,36,47,46,46,46,11,46,46,46,47,47,47,47,47,47
chicago.suntimes.com,46,46,46,46,46,46,40,40,17,24,46,46,46,46,46,46,46,46,46,46,46,40,40,40,30,40,40,40,46,46,46,46,24,46,46,46,46,46,46,46,46,46
www.heraldscotland.com,46,46,46,46,46,46,40,40,21,24,46,46,46,46,46,46,46,46,46,46,46,40,40,40,32,40,40,40,46,46,46,46,37,46,46,46,46,46,46,46,46,46
www.bankinfosecurity.com,46,46,46,46,46,46,39,39,29,23,46,46,46,46,46,46,46,46,46,46,46,39,39,39,10,39,39,39,46,46,46,46,6,46,46,46,46,46,46,46,46,46
panampost.com,45,45,45,45,45,45,44,44,31,22,45,45,45,45,45,45,45,45,45,45,45,44,44,44,21,44,44,44,45,45,45,45,21,45,45,45,45,45,45,45,45,45
www.onlinecasinoreports.com,45,45,45,45,45,45,42,42,33,11,45,45,45,45,45,45,45,45,45,45,45,41,41,41,24,41,41,41,45,44,44,44,29,44,44,44,45,45,45,45,45,45
blokt.com,45,45,45,45,45,45,41,41,15,31,45,45,45,45,45,45,45,45,45,45,45,41,41,41,26,41,41,41,45,45,45,45,30,45,45,45,45,45,45,45,45,45
www.newser.com,45,45,45,45,45,45,43,43,28,28,45,45,45,45,45,45,45,45,45,45,45,43,43,43,29,43,43,43,45,45,45,45,26,45,45,45,45,45,45,45,45,45
unhashed.com,45,45,45,45,45,45,40,40,29,17,45,45,45,45,45,45,45,45,45,45,45,40,40,40,16,40,40,40,45,45,45,45,16,45,45,45,45,45,45,45,45,45
www.africanews.com,44,44,44,44,44,44,44,44,28,21,44,44,44,44,44,44,44,44,44,44,44,44,44,44,22,44,44,44,44,44,44,44,20,44,44,44,44,44,44,44,44,44
washpost.bloomberg.com,44,44,44,44,44,44,41,41,18,27,44,44,44,44,44,44,44,44,44,44,44,41,41,41,18,41,41,41,44,44,44,44,19,44,44,44,44,44,44,44,44,44
bitsonline.com,44,44,44,44,44,44,42,42,25,23,44,44,44,44,44,44,44,44,44,44,44,42,42,42,37,42,42,42,44,44,44,44,36,44,44,44,44,44,44,44,44,44
www.reformer.com,44,44,44,44,44,44,41,41,21,20,44,44,44,44,44,44,44,44,44,44,44,41,41,41,21,41,41,41,44,44,44,44,15,44,44,44,44,44,44,44,44,44
www.lidtime.com,44,44,44,44,44,44,39,39,28,18,44,44,44,44,44,44,44,44,44,44,44,39,39,39,22,39,39,39,44,44,44,44,24,44,44,44,44,44,44,44,44,44
www.coinbuzz.com,44,44,44,44,44,44,40,40,26,15,44,44,44,44,44,44,44,44,44,44,44,40,40,40,15,40,40,40,44,44,44,44,18,44,44,44,44,44,44,44,44,44
www.indiatimes.com,44,44,44,44,44,44,40,40,12,29,44,44,44,44,44,44,44,44,44,44,44,40,40,40,12,40,40,40,44,44,44,44,14,44,44,44,44,44,44,44,44,44
aawsat.com,44,44,44,44,44,44,42,42,17,28,44,44,44,44,44,44,44,44,44,44,44,42,42,42,12,42,42,42,44,44,44,44,9,44,44,44,44,44,44,44,44,44
www.ieyenews.com,44,44,44,44,44,44,38,38,18,23,44,44,44,44,44,44,44,44,44,44,44,36,36,36,13,36,36,36,44,41,41,41,12,41,41,41,44,44,44,44,44,44
observer.com,43,43,43,43,43,43,34,34,14,20,43,43,43,43,43,43,43,43,43,43,43,33,33,33,10,33,33,33,43,42,42,42,9,42,42,42,43,43,43,43,43,43
www.india.com,43,43,43,43,43,43,41,41,24,23,43,43,43,43,43,43,43,43,43,43,43,41,41,41,20,41,41,41,43,43,43,43,21,43,43,43,43,43,43,43,43,43
en.brinkwire.com,43,43,43,43,43,43,42,42,29,22,43,43,43,43,43,43,43,43,43,43,43,42,42,42,30,42,42,42,43,43,43,43,30,43,43,43,43,43,43,43,43,43
www.egypttoday.com,43,43,43,43,43,43,39,39,24,23,43,43,43,43,43,43,43,43,43,43,43,39,39,39,25,39,39,39,43,43,43,43,29,43,43,43,43,43,43,43,43,43
news.lycos.com,43,43,43,43,43,43,42,42,31,17,43,43,43,43,43,43,43,43,43,43,43,42,42,42,31,42,42,42,43,43,43,43,22,43,43,43,43,43,43,43,43,43
www.prisonplanet.com,43,43,43,43,43,43,41,41,27,18,43,43,43,43,43,43,43,43,43,43,43,40,40,40,11,40,40,40,43,42,42,42,9,42,42,42,43,43,43,43,43,43
kaplanherald.com,43,43,43,43,43,43,39,39,23,19,43,43,43,43,43,43,43,43,43,43,43,36,36,36,10,36,36,36,43,40,40,40,9,40,40,40,43,43,43,43,43,43
www.lmtonline.com,43,43,43,43,43,43,38,38,24,21,43,43,43,43,43,43,43,43,43,43,43,38,38,38,16,38,38,38,43,43,43,43,16,43,43,43,43,43,43,43,43,43
www.newsradioklbj.com,42,42,42,42,42,42,40,40,23,21,42,42,42,42,42,42,42,42,42,42,42,40,40,40,33,40,40,40,42,42,42,42,35,42,42,42,42,42,42,42,42,42
news.worldcasinodirectory.com,42,42,42,42,42,42,35,35,21,14,42,42,42,42,42,42,42,42,42,42,42,35,35,35,8,35,35,35,42,42,42,42,4,42,42,42,42,42,42,42,42,42
www.ssuchronicle.com,42,42,42,42,42,42,36,36,20,21,42,42,42,42,42,42,42,42,42,42,42,34,34,34,25,34,34,34,42,40,40,40,13,40,40,40,42,42,42,42,42,42
qcostarica.com,42,42,42,42,42,42,39,39,22,27,42,42,42,42,42,42,42,42,42,42,42,39,39,39,12,39,39,39,42,42,42,42,13,42,42,42,42,42,42,42,42,42
www.chinamoneynetwork.com,41,41,41,41,41,41,37,37,28,14,41,41,41,41,41,41,41,41,41,41,41,37,37,37,29,37,37,37,41,41,41,41,34,41,41,41,41,41,41,41,41,41
www.euromoney.com,41,41,41,41,41,41,38,38,28,15,41,41,41,41,41,41,41,41,41,41,41,38,38,38,10,38,38,38,41,41,41,41,12,41,41,41,41,41,41,41,41,41
nextshark.com,41,41,41,41,41,41,37,37,23,16,41,41,41,41,41,41,41,41,41,41,41,37,37,37,19,37,37,37,41,41,41,41,18,41,41,41,41,41,41,41,41,41
thehill.com,41,41,41,41,41,41,35,35,23,19,41,41,41,41,41,41,41,41,41,41,41,33,33,33,8,33,33,33,41,39,39,39,7,39,39,39,41,41,41,41,41,41
www.openpr.com,41,41,41,41,41,41,39,39,29,10,41,41,41,41,41,41,41,41,41,41,41,38,38,38,15,38,38,38,41,40,40,40,14,40,40,40,41,41,41,41,41,41
english.aawsat.com,41,41,41,41,41,41,40,40,27,23,41,41,41,41,41,41,41,41,41,41,41,40,40,40,22,40,40,40,41,41,41,41,17,41,41,41,41,41,41,41,41,41
seenews.com,41,41,41,41,41,41,39,39,26,17,41,41,41,41,41,41,41,41,41,41,41,39,39,39,31,39,39,39,41,41,41,41,34,41,41,41,41,41,41,41,41,41
www.atimes.com,41,41,41,41,41,41,41,41,23,22,41,41,41,41,41,41,41,41,41,41,41,41,41,41,27,41,41,41,41,41,41,41,29,41,41,41,41,41,41,41,41,41
www.expressnews.com,41,41,41,41,41,41,40,40,27,19,41,41,41,41,41,41,41,41,41,41,41,40,40,40,17,40,40,40,41,41,41,41,20,41,41,41,41,41,41,41,41,41
www.jpost.com,40,40,40,40,40,40,38,38,22,21,40,40,40,40,40,40,40,40,40,40,40,38,38,38,29,38,38,38,40,40,40,40,28,40,40,40,40,40,40,40,40,40
www.ethnews.com,40,40,40,40,40,40,39,39,21,22,40,40,40,40,40,40,40,40,40,40,40,38,39,39,17,38,38,39,40,40,40,40,19,40,40,40,40,40,40,40,40,40
eturbonews.com,40,40,40,40,40,40,37,37,10,30,40,40,40,40,40,40,40,40,40,40,40,37,37,37,16,37,37,37,40,40,40,40,16,40,40,40,40,40,40,40,40,40
www.shtfplan.com,40,40,40,40,40,40,39,39,14,29,40,40,40,40,40,40,40,40,40,40,40,39,39,39,15,39,39,39,40,40,40,40,15,40,40,40,40,40,40,40,40,40
www.greekherald.com,40,40,40,40,40,40,39,39,39,6,40,40,40,40,40,40,40,40,40,40,40,39,39,39,35,39,39,39,40,40,40,40,31,40,40,40,40,40,40,40,40,40
www.nj.com,40,40,40,40,40,40,36,36,12,25,40,40,40,40,40,40,40,40,40,40,40,36,36,36,17,36,36,36,40,40,40,40,12,40,40,40,40,40,40,40,40,40
www.natlawreview.com,39,39,39,39,39,39,35,35,16,22,39,39,39,39,39,39,39,39,39,39,39,33,33,33,8,33,33,33,39,37,37,37,8,37,37,37,39,39,39,39,39,39
www.tampabay.com,39,39,39,39,39,39,37,37,20,19,39,39,39,39,39,39,39,39,39,39,39,37,37,37,19,37,37,37,39,39,39,39,8,39,39,39,39,39,39,39,39,39
fait-religieux.com,39,39,39,39,39,39,36,36,16,17,39,39,39,39,39,39,39,39,39,39,39,33,33,33,23,33,33,33,39,36,36,36,20,36,36,36,39,39,39,39,39,39
www.amarujala.com,39,39,39,39,39,39,30,30,16,19,39,39,39,39,39,39,39,39,39,39,39,30,30,30,26,30,30,30,39,39,39,39,30,39,39,39,39,39,39,39,39,39
www.bitsonline.com,39,39,39,39,39,39,38,38,25,21,39,39,39,39,39,39,39,39,39,39,39,38,38,38,33,38,38,38,39,39,39,39,33,39,39,39,39,39,39,39,39,39
astaga.com,39,39,39,39,39,39,36,36,29,12,39,39,39,39,39,39,39,39,39,39,39,36,36,36,10,36,36,36,39,39,39,39,13,39,39,39,39,39,39,39,39,39
patch.com,39,39,39,39,39,39,34,34,14,24,39,39,39,39,39,39,39,39,39,39,39,29,29,29,17,29,29,29,39,34,34,34,4,34,34,34,39,39,39,39,39,39
www.cleveland.com,39,39,39,39,39,39,31,31,20,19,39,39,39,39,39,39,39,39,39,39,39,30,30,30,15,30,30,30,39,38,38,38,16,38,38,38,39,39,39,39,39,39
www.timesofisrael.com,39,39,39,39,39,39,36,36,20,20,39,39,39,39,39,39,39,39,39,39,39,36,36,36,9,36,36,36,39,39,39,39,9,39,39,39,39,39,39,39,39,39
www.hitc.com,38,38,38,38,38,38,34,34,22,14,38,38,38,38,38,38,38,38,38,38,38,31,31,31,8,31,31,31,38,35,35,35,9,35,35,35,38,38,38,38,38,38
gooruf.com,38,38,38,38,38,38,36,36,25,11,38,38,38,38,38,38,38,38,38,38,38,36,36,36,21,36,36,36,38,38,38,38,26,38,38,38,38,38,38,38,38,38
dcebrief.com,38,38,38,38,38,38,35,35,24,19,38,38,38,38,38,38,38,38,38,38,38,35,35,35,11,35,35,35,38,38,38,38,11,38,38,38,38,38,38,38,38,38
factordaily.com,38,38,38,38,38,38,36,36,22,24,38,38,38,38,38,38,38,38,38,38,38,36,36,36,32,36,36,36,38,38,38,38,34,38,38,38,38,38,38,38,38,38
www.newscientist.com,38,38,38,38,38,38,33,33,25,16,38,38,38,38,38,38,38,38,38,38,38,33,33,33,21,33,33,33,38,38,38,38,21,38,38,38,38,38,38,38,38,38
www.itwire.com,38,38,38,38,38,38,33,33,15,20,38,38,38,38,38,38,38,38,38,38,38,33,33,33,14,33,33,33,38,38,38,38,17,38,38,38,38,38,38,38,38,38
www.maxkeiser.com,38,38,38,38,38,38,34,34,25,14,38,38,38,38,38,38,38,38,38,38,38,34,34,34,7,34,34,34,38,38,38,38,5,38,38,38,38,38,38,38,38,38
www.newsfactor.com,38,38,38,38,38,38,31,31,10,21,38,38,38,38,38,38,38,38,38,38,38,31,31,31,17,31,31,31,38,37,37,37,5,37,37,37,38,38,38,38,38,38
www.latinamericanpost.com,37,37,37,37,37,37,35,35,23,18,37,37,37,37,37,37,37,37,37,37,37,35,35,35,17,35,35,35,37,37,37,37,19,37,37,37,37,37,37,37,37,37
theweek.com,37,37,37,37,37,37,35,35,18,21,37,37,37,37,37,37,37,37,37,37,37,35,35,35,13,35,35,35,37,37,37,37,14,37,37,37,37,37,37,37,37,37
jonesbahamas.com,37,37,37,37,37,37,34,34,15,21,37,37,37,37,37,37,37,37,37,37,37,34,34,34,10,34,34,34,37,37,37,37,11,37,37,37,37,37,37,37,37,37
www.khaleejtimes.com,37,37,37,37,37,37,31,31,17,23,37,37,37,37,37,37,37,37,37,37,37,29,29,29,19,29,29,29,37,33,33,33,23,33,33,33,37,37,37,37,37,37
www.bworldonline.com,37,37,37,37,37,37,29,29,18,19,37,37,37,37,37,37,37,37,37,37,37,22,22,22,12,22,22,22,37,27,27,27,14,27,27,27,37,37,37,37,37,37
www.infowars.com,37,37,37,37,37,37,37,37,26,16,37,37,37,37,37,37,37,37,37,37,37,35,35,35,9,35,35,35,37,35,35,35,8,35,35,35,37,37,37,37,37,37
www.irishexaminer.com,37,37,37,37,37,37,34,34,26,15,37,37,37,37,37,37,37,37,37,37,37,33,33,33,14,33,33,33,37,36,36,36,14,36,36,36,37,37,37,37,37,37
www.finextra.com,37,37,37,37,37,37,32,32,20,14,37,37,37,37,37,37,37,37,37,37,37,32,32,32,3,32,32,32,37,37,37,37,3,37,37,37,37,37,37,37,37,37
www.vice.com,37,37,37,37,37,37,32,32,24,10,37,37,37,37,37,37,37,37,37,37,37,32,32,32,25,32,32,32,37,37,37,37,25,37,37,37,37,37,37,37,37,37
www.fastcompany.com,37,37,37,37,37,37,36,36,21,22,37,37,37,37,37,37,37,37,37,37,37,35,35,35,20,35,35,35,37,36,36,36,19,36,36,36,37,37,37,37,37,37
www.russiaherald.com,37,37,37,37,37,37,37,37,37,6,37,37,37,37,37,37,37,37,37,37,37,37,37,37,33,37,37,37,37,37,37,37,29,37,37,37,37,37,37,37,37,37
globenewswire.com,36,36,36,36,36,36,31,31,14,19,36,36,36,36,36,36,36,36,36,36,36,31,31,31,16,31,31,31,36,36,36,36,14,36,36,36,36,36,36,36,36,36
www.stockhouse.com,36,36,36,36,36,36,35,35,19,20,36,36,36,36,36,36,36,36,36,36,36,34,34,34,16,34,34,34,36,35,35,35,15,35,35,35,36,36,36,36,36,36
kelo.com,36,36,36,36,36,36,32,32,19,18,36,36,36,36,36,36,36,36,36,36,36,32,32,32,22,32,32,32,36,36,36,36,10,36,36,36,36,36,36,36,36,36
mundinews.com,36,36,36,36,36,36,35,35,31,8,36,36,36,36,36,36,36,36,36,36,36,33,33,33,15,33,33,33,36,34,34,34,19,34,34,34,36,36,36,36,36,36
www.houstonchronicle.com,36,36,36,36,36,36,31,31,20,13,36,36,36,36,36,36,36,36,36,36,36,31,31,31,18,31,31,31,36,36,36,36,15,36,36,36,36,36,36,36,36,36
www.virtual-strategy.com,36,36,36,36,36,36,34,34,25,10,36,36,36,36,36,36,36,36,36,36,36,29,29,29,10,29,29,29,36,31,31,31,21,31,31,31,36,36,36,36,36,36
www.indiatvnews.com,35,35,35,35,35,35,31,31,16,24,35,35,35,35,35,35,35,35,35,35,35,27,27,27,16,27,27,27,35,30,30,30,19,30,30,30,35,35,35,35,35,35
www.ai-cio.com,35,35,35,35,35,35,35,35,29,7,35,35,35,35,35,35,35,35,35,35,35,34,34,34,7,34,34,34,35,34,34,34,5,34,34,34,35,35,35,35,35,35
www.imperialvalleynews.com,35,35,35,35,35,35,33,33,18,19,35,35,35,35,35,35,35,35,35,35,35,33,33,33,21,33,33,33,35,35,35,35,10,35,35,35,35,35,35,35,35,35
www.deccanchronicle.com,35,35,35,35,35,35,29,29,9,23,35,35,35,35,35,35,35,35,35,35,35,29,29,29,27,29,29,29,35,35,35,35,30,35,35,35,35,35,35,35,35,35
www.mobilepaymentstoday.com,35,35,35,35,35,35,32,32,20,14,35,35,35,35,35,35,35,35,35,35,35,29,29,29,6,29,29,29,35,31,31,31,5,31,31,31,35,35,35,35,35,35
www.reviewjournal.com,35,35,35,35,35,35,30,30,18,15,35,35,35,35,35,35,35,35,35,35,35,30,30,30,25,30,30,30,35,35,35,35,0,35,35,35,35,35,35,35,35,35
economiccollapsenews.com,35,35,35,35,35,35,34,34,15,24,35,35,35,35,35,35,35,35,35,35,35,32,32,32,12,32,32,32,35,33,33,33,11,33,33,33,35,35,35,35,35,35
www.dailypress.com,35,35,35,35,35,35,30,30,19,22,35,35,35,35,35,35,35,35,35,35,35,30,30,30,15,30,30,30,35,35,35,35,4,35,35,35,35,35,35,35,35,35
thegoaspotlight.com,35,35,35,35,35,35,35,35,23,15,35,35,35,35,35,35,35,35,35,35,35,35,35,35,0,35,35,35,35,35,35,35,0,35,35,35,35,35,35,35,35,35
www.scotsman.com,35,35,35,35,35,35,34,34,25,18,35,35,35,35,35,35,35,35,35,35,35,33,33,33,10,33,33,33,35,34,34,34,9,34,34,34,35,35,35,35,35,35
timesofmalta.com,34,34,34,34,34,34,30,30,14,18,34,34,34,34,34,34,34,34,34,34,34,30,30,30,0,30,30,30,34,34,34,34,0,34,34,34,34,34,34,34,34,34
www.rappler.com,34,34,34,34,34,34,29,29,20,12,34,34,34,34,34,34,34,34,34,34,34,27,27,27,19,27,27,27,34,32,32,32,24,32,32,32,34,34,34,34,34,34
www.vanityfair.com,34,34,34,34,34,34,32,32,21,20,34,34,34,34,34,34,34,34,34,34,34,32,32,32,5,32,32,32,34,34,34,34,5,34,34,34,34,34,34,34,34,34
internetdo.com,34,34,34,34,34,34,31,31,20,15,34,34,34,34,34,34,34,34,34,34,34,31,31,31,9,31,31,31,34,34,34,34,10,34,34,34,34,34,34,34,34,34
sandesh.com,34,34,34,34,34,34,33,33,14,19,34,34,34,34,34,34,34,34,34,34,34,30,30,30,24,30,30,30,34,31,31,31,25,31,31,31,34,34,34,34,34,34
gothamist.com,34,34,34,34,34,34,32,32,18,16,34,34,34,34,34,34,34,34,34,34,34,32,32,32,14,32,32,32,34,34,34,34,6,34,34,34,34,34,34,34,34,34
www.salon.com,34,34,34,34,34,34,34,34,24,11,34,34,34,34,34,34,34,34,34,34,34,34,34,34,15,34,34,34,34,34,34,34,9,34,34,34,34,34,34,34,34,34
www.moneyobserver.com,34,34,34,34,34,34,29,29,14,23,34,34,34,34,34,34,34,34,34,34,34,29,29,29,6,29,29,29,34,34,34,34,8,34,34,34,34,34,34,34,34,34
krtv.com,34,34,34,34,34,34,32,32,24,14,34,34,34,34,34,34,34,34,34,34,34,32,32,32,13,32,32,32,34,34,34,34,12,34,34,34,34,34,34,34,34,34
news2.onlinenigeria.com,33,33,33,33,33,33,31,31,19,18,33,33,33,33,33,33,33,33,33,33,33,31,31,31,8,31,31,31,33,33,33,33,9,33,33,33,33,33,33,33,33,33
www.axios.com,33,33,33,33,33,33,30,30,14,19,33,33,33,33,33,33,33,33,33,33,33,30,30,30,15,30,30,30,33,33,33,33,7,33,33,33,33,33,33,33,33,33
www.elconfidencial.com,33,33,33,33,33,33,25,25,10,16,33,33,33,33,33,33,33,33,33,33,33,25,25,25,12,25,25,25,33,32,32,32,15,32,32,32,33,33,33,33,33,33
www.haaretz.com,33,33,33,33,33,33,30,30,22,9,33,33,33,33,33,33,33,33,33,33,33,30,30,30,27,30,30,30,33,33,33,33,22,33,33,33,33,33,33,33,33,33
leaprate.com,33,33,33,33,33,33,28,28,16,16,33,33,33,33,33,33,33,33,33,33,33,28,28,28,16,28,28,28,33,33,33,33,15,33,33,33,33,33,33,33,33,33
www.vladtv.com,33,33,33,33,33,33,29,29,18,16,33,33,33,33,33,33,33,33,33,33,33,29,29,29,8,29,29,29,33,33,33,33,8,33,33,33,33,33,33,33,33,33
www.fnlondon.com,33,33,33,33,33,33,31,31,18,23,33,33,33,33,33,33,33,33,33,33,33,26,26,26,5,26,26,26,33,28,28,28,4,28,28,28,33,33,33,33,33,33
www.goal.com,33,33,33,33,33,33,26,26,26,2,33,33,33,33,33,33,33,33,33,33,33,26,26,26,14,26,26,26,33,33,33,33,17,33,33,33,33,33,33,33,33,33
www.digitaljournal.com,33,33,33,33,33,33,31,31,19,13,33,33,33,33,33,33,33,33,33,33,33,31,31,31,16,31,31,31,33,33,33,33,17,33,33,33,33,33,33,33,33,33
