News Name,GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1Type1Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_ADM2Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_ADM2Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL,URL Preprocessed,Len,Language,Count
www.progressiverailroading.com,16,16,16,16,16,15,15,8,9,16,16,16,16,16,16,16,16,16,16,16,15,15,15,3,15,15,15,16,16,16,16,3,16,16,16,16,16,16,16,16,16
www.jsonline.com,16,16,16,16,16,15,15,8,8,16,16,16,16,16,16,16,16,16,16,16,15,15,15,6,15,15,15,16,16,16,16,6,16,16,16,16,16,16,16,16,16
todaycostarica.com,16,16,16,16,16,15,15,11,3,16,16,16,16,16,16,16,16,16,16,16,15,15,15,7,15,15,15,16,16,16,16,9,16,16,16,16,16,16,16,16,16
theeagleonline.com.ng,16,16,16,16,16,14,14,8,9,16,16,16,16,16,16,16,16,16,16,16,2,2,2,0,2,2,2,16,2,2,2,0,2,2,2,16,16,16,16,16,16
thedailycoin.org,16,16,16,16,16,14,14,7,7,16,16,16,16,16,16,16,16,16,16,16,14,14,14,4,14,14,14,16,16,16,16,6,16,16,16,16,16,16,16,16,16
www.algemeiner.com,16,16,16,16,16,16,16,7,11,16,16,16,16,16,16,16,16,16,16,16,16,16,16,11,16,16,16,16,16,16,16,13,16,16,16,16,16,16,16,16,16
fingerlakes1.com,16,16,16,16,16,16,16,13,5,16,16,16,16,16,16,16,16,16,16,16,16,16,16,1,16,16,16,16,16,16,16,1,16,16,16,16,16,16,16,16,16
www.thedailyreporteronline.com,16,16,16,16,16,12,12,6,6,16,16,16,16,16,16,16,16,16,16,16,12,12,12,3,12,12,12,16,16,16,16,6,16,16,16,16,16,16,16,16,16
www.phillyvoice.com,16,16,16,16,16,16,16,10,9,16,16,16,16,16,16,16,16,16,16,16,16,16,16,6,16,16,16,16,16,16,16,5,16,16,16,16,16,16,16,16,16
www.dailysabah.com,16,16,16,16,16,16,16,9,9,16,16,16,16,16,16,16,16,16,16,16,16,16,16,10,16,16,16,16,16,16,16,11,16,16,16,16,16,16,16,16,16
nationalmirroronline.net,16,16,16,16,16,10,10,6,6,16,16,16,16,16,16,16,16,16,16,16,10,10,10,5,10,10,10,16,16,16,16,7,16,16,16,16,16,16,16,16,16
www.cyberscoop.com,16,16,16,16,16,16,16,13,7,16,16,16,16,16,16,16,16,16,16,16,16,16,16,5,16,16,16,16,16,16,16,5,16,16,16,16,16,16,16,16,16
www.opapp.gov.ph,16,16,16,16,16,15,15,8,11,16,16,16,16,16,16,16,16,16,16,16,15,15,15,8,15,15,15,16,16,16,16,8,16,16,16,16,16,16,16,16,16
yourstory.com,16,16,16,16,16,13,13,8,7,16,16,16,16,16,16,16,16,16,16,16,13,13,13,4,13,13,13,16,16,16,16,5,16,16,16,16,16,16,16,16,16
www.philly.com,16,16,16,16,16,15,15,11,4,16,16,16,16,16,16,16,16,16,16,16,15,15,15,3,15,15,15,16,16,16,16,5,16,16,16,16,16,16,16,16,16
caspianbarrel.org,16,16,16,16,16,14,14,8,7,16,16,16,16,16,16,16,16,16,16,16,14,14,14,7,14,14,14,16,16,16,16,8,16,16,16,16,16,16,16,16,16
www.gulftoday.ae,15,15,15,15,15,13,13,8,7,15,15,15,15,15,15,15,15,15,15,15,13,13,13,5,13,13,13,15,15,15,15,7,15,15,15,15,15,15,15,15,15
www.silverdoctors.com,15,15,15,15,15,15,15,5,11,15,15,15,15,15,15,15,15,15,15,15,14,14,14,5,14,14,14,15,14,14,14,5,14,14,14,15,15,15,15,15,15
www.nairaland.com,15,15,15,15,15,14,14,8,8,15,15,15,15,15,15,15,15,15,15,15,13,13,13,3,13,13,13,15,14,14,14,3,14,14,14,15,15,15,15,15,15
techbullion.com,15,15,15,15,15,10,10,4,8,15,15,15,15,15,15,15,15,15,15,15,9,9,9,3,9,9,9,15,13,13,13,6,13,13,13,15,15,15,15,15,15
www.institutionalinvestor.com,15,15,15,15,15,11,11,5,7,15,15,15,15,15,15,15,15,15,15,15,11,11,11,2,11,11,11,15,15,15,15,4,15,15,15,15,15,15,15,15,15
us.blastingnews.com,15,15,15,15,15,14,14,8,8,15,15,15,15,15,15,15,15,15,15,15,12,12,12,4,12,12,12,15,13,13,13,4,13,13,13,15,15,15,15,15,15
www.sixthtone.com,15,15,15,15,15,13,13,6,7,15,15,15,15,15,15,15,15,15,15,15,13,13,13,8,13,13,13,15,15,15,15,9,15,15,15,15,15,15,15,15,15
www.insidefutures.com,15,15,15,15,15,14,14,8,8,15,15,15,15,15,15,15,15,15,15,15,14,14,14,6,14,14,14,15,15,15,15,5,15,15,15,15,15,15,15,15,15
www.pri.org,15,15,15,15,15,12,12,6,9,15,15,15,15,15,15,15,15,15,15,15,12,12,12,8,12,12,12,15,15,15,15,9,15,15,15,15,15,15,15,15,15
www.lehighvalleylive.com,15,15,15,15,15,14,14,8,8,15,15,15,15,15,15,15,15,15,15,15,14,14,14,6,14,14,14,15,15,15,15,7,15,15,15,15,15,15,15,15,15
riotimesonline.com,15,15,15,15,15,15,15,11,8,15,15,15,15,15,15,15,15,15,15,15,15,15,15,5,15,15,15,15,15,15,15,6,15,15,15,15,15,15,15,15,15
www.siliconvalley.com,15,15,15,15,15,12,12,8,6,15,15,15,15,15,15,15,15,15,15,15,12,12,12,6,12,12,12,15,15,15,15,5,15,15,15,15,15,15,15,15,15
www.seattlepi.com,15,15,15,15,15,13,13,5,9,15,15,15,15,15,15,15,15,15,15,15,13,13,13,4,13,13,13,15,15,15,15,5,15,15,15,15,15,15,15,15,15
medicinehatnews.com,15,15,15,15,15,14,14,10,7,15,15,15,15,15,15,15,15,15,15,15,14,14,14,7,14,14,14,15,15,15,15,7,15,15,15,15,15,15,15,15,15
www.prnewswire.co.uk,15,15,15,15,15,14,14,6,9,15,15,15,15,15,15,15,15,15,15,15,14,14,14,5,14,14,14,15,15,15,15,5,15,15,15,15,15,15,15,15,15
propakistani.pk,15,15,15,15,15,15,15,6,10,15,15,15,15,15,15,15,15,15,15,15,15,15,15,9,15,15,15,15,15,15,15,9,15,15,15,15,15,15,15,15,15
www.worldbulletin.net,15,15,15,15,15,13,13,8,7,15,15,15,15,15,15,15,15,15,15,15,13,13,13,5,13,13,13,15,15,15,15,4,15,15,15,15,15,15,15,15,15
www.capetalk.co.za,15,15,15,15,15,14,14,9,7,15,15,15,15,15,15,15,15,15,15,15,14,14,14,7,14,14,14,15,15,15,15,6,15,15,15,15,15,15,15,15,15
www.blackseagrain.net,15,15,15,15,15,10,10,7,5,15,15,15,15,15,15,15,15,15,15,15,10,10,10,3,10,10,10,15,15,15,15,3,15,15,15,15,15,15,15,15,15
wdsm710.com,15,15,15,15,15,15,15,8,9,15,15,15,15,15,15,15,15,15,15,15,15,15,15,3,15,15,15,15,15,15,15,3,15,15,15,15,15,15,15,15,15
freeport.nassauguardian.net,15,15,15,15,15,13,13,7,11,15,15,15,15,15,15,15,15,15,15,15,13,13,13,8,13,13,13,15,15,15,15,7,15,15,15,15,15,15,15,15,15
m.gulfnews.com,15,15,15,15,15,13,13,10,4,15,15,15,15,15,15,15,15,15,15,15,13,13,13,8,13,13,13,15,15,15,15,7,15,15,15,15,15,15,15,15,15
foreignpolicy.com,15,15,15,15,15,14,14,4,10,15,15,15,15,15,15,15,15,15,15,15,13,13,13,4,13,13,13,15,14,14,14,5,14,14,14,15,15,15,15,15,15
www.nola.com,15,15,15,15,15,13,13,7,7,15,15,15,15,15,15,15,15,15,15,15,13,13,13,1,13,13,13,15,15,15,15,1,15,15,15,15,15,15,15,15,15
www.dhakatribune.com,15,15,15,15,15,13,13,7,8,15,15,15,15,15,15,15,15,15,15,15,13,13,13,5,13,13,13,15,15,15,15,7,15,15,15,15,15,15,15,15,15
www.eco-business.com,15,15,15,15,15,15,15,8,10,15,15,15,15,15,15,15,15,15,15,15,15,15,15,4,15,15,15,15,15,15,15,5,15,15,15,15,15,15,15,15,15
www.devdiscourse.com,15,15,15,15,15,15,15,9,7,15,15,15,15,15,15,15,15,15,15,15,15,15,15,10,15,15,15,15,15,15,15,9,15,15,15,15,15,15,15,15,15
www.arkansasonline.com,15,15,15,15,15,13,13,5,8,15,15,15,15,15,15,15,15,15,15,15,13,13,13,2,13,13,13,15,14,14,14,2,14,14,14,15,15,15,15,15,15
coconuts.co,15,15,15,15,15,15,15,10,5,15,15,15,15,15,15,15,15,15,15,15,15,15,15,5,15,15,15,15,15,15,15,5,15,15,15,15,15,15,15,15,15
www.courthousenews.com,15,15,15,15,15,14,14,6,9,15,15,15,15,15,15,15,15,15,15,15,14,14,14,1,14,14,14,15,15,15,15,1,15,15,15,15,15,15,15,15,15
www.theborneopost.com,15,15,15,15,15,13,13,10,3,15,15,15,15,15,15,15,15,15,15,15,13,13,13,5,13,13,13,15,15,15,15,5,15,15,15,15,15,15,15,15,15
www.orissapost.com,15,15,15,15,15,14,14,10,5,15,15,15,15,15,15,15,15,15,15,15,14,14,14,3,14,14,14,15,15,15,15,4,15,15,15,15,15,15,15,15,15
www.focus-fen.net,15,15,15,15,15,15,15,9,8,15,15,15,15,15,15,15,15,15,15,15,15,15,15,7,15,15,15,15,15,15,15,6,15,15,15,15,15,15,15,15,15
www.agweb.com,15,15,15,15,15,15,15,8,12,15,15,15,15,15,15,15,15,15,15,15,15,15,15,2,15,15,15,15,15,15,15,1,15,15,15,15,15,15,15,15,15
www.examiner.com,15,15,15,15,15,14,14,7,11,15,15,15,15,15,15,15,15,15,15,15,14,14,14,4,14,14,14,15,15,15,15,3,15,15,15,15,15,15,15,15,15
eandt.theiet.org,15,15,15,15,15,15,15,11,7,15,15,15,15,15,15,15,15,15,15,15,15,15,15,4,15,15,15,15,15,15,15,3,15,15,15,15,15,15,15,15,15
www.ksl.com,15,15,15,15,15,13,13,7,6,15,15,15,15,15,15,15,15,15,15,15,12,12,12,4,12,12,12,15,14,14,14,6,14,14,14,15,15,15,15,15,15
www.bahamaislandsinfo.com,15,15,15,15,15,13,13,6,9,15,15,15,15,15,15,15,15,15,15,15,13,13,13,8,13,13,13,15,15,15,15,8,15,15,15,15,15,15,15,15,15
streetregister.com,14,14,14,14,14,14,14,11,8,14,14,14,14,14,14,14,14,14,14,14,14,14,14,8,14,14,14,14,14,14,14,7,14,14,14,14,14,14,14,14,14
swarajyamag.com,14,14,14,14,14,13,13,7,6,14,14,14,14,14,14,14,14,14,14,14,13,13,13,6,13,13,13,14,14,14,14,7,14,14,14,14,14,14,14,14,14
sg.news.yahoo.com,14,14,14,14,14,12,12,7,5,14,14,14,14,14,14,14,14,14,14,14,12,12,12,7,12,12,12,14,14,14,14,8,14,14,14,14,14,14,14,14,14
www.ktvu.com,14,14,14,14,14,14,14,7,10,14,14,14,14,14,14,14,14,14,14,14,14,14,14,2,14,14,14,14,14,14,14,1,14,14,14,14,14,14,14,14,14
bloomberg.finanza.repubblica.it,14,14,14,14,14,13,13,9,7,14,14,14,14,14,14,14,14,14,14,14,13,13,13,5,13,13,13,14,14,14,14,6,14,14,14,14,14,14,14,14,14
www.jordantimes.com,14,14,14,14,14,14,14,9,8,14,14,14,14,14,14,14,14,14,14,14,14,14,14,3,14,14,14,14,14,14,14,3,14,14,14,14,14,14,14,14,14
www.itv.com,14,14,14,14,14,11,11,6,7,14,14,14,14,14,14,14,14,14,14,14,11,11,11,4,11,11,11,14,14,14,14,5,14,14,14,14,14,14,14,14,14
www.globalbankingandfinance.com,14,14,14,14,14,13,13,4,9,14,14,14,14,14,14,14,14,14,14,14,7,7,7,1,7,7,7,14,8,8,8,1,8,8,8,14,14,14,14,14,14
www.capitalfm.co.ke,14,14,14,14,14,12,12,7,5,14,14,14,14,14,14,14,14,14,14,14,11,11,11,4,11,11,11,14,13,13,13,3,13,13,13,14,14,14,14,14,14
www.thepatriot.co.bw,14,14,14,14,14,14,14,9,7,14,14,14,14,14,14,14,14,14,14,14,14,14,14,7,14,14,14,14,14,14,14,7,14,14,14,14,14,14,14,14,14
www.lebanese-forces.com,14,14,14,14,14,14,14,5,11,14,14,14,14,14,14,14,14,14,14,14,14,14,14,5,14,14,14,14,14,14,14,5,14,14,14,14,14,14,14,14,14
www.thesun.ie,14,14,14,14,14,13,13,6,11,14,14,14,14,14,14,14,14,14,14,14,13,13,13,6,13,13,13,14,14,14,14,7,14,14,14,14,14,14,14,14,14
icelandreview.com,14,14,14,14,14,13,13,8,7,14,14,14,14,14,14,14,14,14,14,14,13,13,13,10,13,13,13,14,14,14,14,11,14,14,14,14,14,14,14,14,14
www.therepublic.com,14,14,14,14,14,13,13,9,6,14,14,14,14,14,14,14,14,14,14,14,13,13,13,5,13,13,13,14,14,14,14,5,14,14,14,14,14,14,14,14,14
www.lavanguardia.com,14,14,14,14,14,13,13,9,5,14,14,14,14,14,14,14,14,14,14,14,13,13,13,4,13,13,13,14,14,14,14,4,14,14,14,14,14,14,14,14,14
brnow.org,14,14,14,14,14,13,13,7,9,14,14,14,14,14,14,14,14,14,14,14,13,13,13,3,13,13,13,14,14,14,14,3,14,14,14,14,14,14,14,14,14
www.ghanaweb.com,14,14,14,14,14,14,14,10,8,14,14,14,14,14,14,14,14,14,14,14,14,14,14,8,14,14,14,14,14,14,14,7,14,14,14,14,14,14,14,14,14
thebitcoinmag.com,14,14,14,14,14,10,10,5,6,14,14,14,14,14,14,14,14,14,14,14,10,10,10,5,10,10,10,14,14,14,14,7,14,14,14,14,14,14,14,14,14
realmoney.thestreet.com,14,14,14,14,14,14,14,9,6,14,14,14,14,14,14,14,14,14,14,14,14,14,14,7,14,14,14,14,14,14,14,8,14,14,14,14,14,14,14,14,14
www.opalesque.com,14,14,14,14,14,11,11,8,4,14,14,14,14,14,14,14,14,14,14,14,11,11,11,1,11,11,11,14,14,14,14,1,14,14,14,14,14,14,14,14,14
edition.cnn.com,14,14,14,14,14,11,11,6,6,14,14,14,14,14,14,14,14,14,14,14,11,11,11,6,11,11,11,14,14,14,14,8,14,14,14,14,14,14,14,14,14
alongtheboards.com,14,14,14,14,14,12,12,7,6,14,14,14,14,14,14,14,14,14,14,14,12,12,12,3,12,12,12,14,14,14,14,3,14,14,14,14,14,14,14,14,14
www.newstalkzb.co.nz,14,14,14,14,14,14,14,10,6,14,14,14,14,14,14,14,14,14,14,14,14,14,14,7,14,14,14,14,14,14,14,7,14,14,14,14,14,14,14,14,14
wtmj.com,14,14,14,14,14,13,13,8,6,14,14,14,14,14,14,14,14,14,14,14,13,13,13,1,13,13,13,14,14,14,14,0,14,14,14,14,14,14,14,14,14
www.newyorktelegraph.com,14,14,14,14,14,13,13,5,9,14,14,14,14,14,14,14,14,14,14,14,13,13,13,2,13,13,13,14,14,14,14,0,14,14,14,14,14,14,14,14,14
www.nhregister.com,14,14,14,14,14,14,14,7,9,14,14,14,14,14,14,14,14,14,14,14,14,14,14,4,14,14,14,14,14,14,14,4,14,14,14,14,14,14,14,14,14
www.wicz.com,14,14,14,14,14,14,14,9,8,14,14,14,14,14,14,14,14,14,14,14,14,14,14,6,14,14,14,14,14,14,14,5,14,14,14,14,14,14,14,14,14
newsbtc.com,14,14,14,14,14,12,12,6,6,14,14,14,14,14,14,14,14,14,14,14,11,11,11,4,11,11,11,14,13,13,13,5,13,13,13,14,14,14,14,14,14
www.cryptocoinupdates.com,14,14,14,14,14,14,14,11,7,14,14,14,14,14,14,14,14,14,14,14,14,14,14,6,14,14,14,14,14,14,14,6,14,14,14,14,14,14,14,14,14
www.702.co.za,14,14,14,14,14,12,12,8,6,14,14,14,14,14,14,14,14,14,14,14,10,10,10,4,10,10,10,14,12,12,12,5,12,12,12,14,14,14,14,14,14
wfin.com,14,14,14,14,14,10,10,6,5,14,14,14,14,14,14,14,14,14,14,14,10,10,10,3,10,10,10,14,14,14,14,6,14,14,14,14,14,14,14,14,14
www.opednews.com,14,14,14,14,14,14,14,11,8,14,14,14,14,14,14,14,14,14,14,14,14,14,14,2,14,14,14,14,14,14,14,1,14,14,14,14,14,14,14,14,14
www.datacenterdynamics.com,14,14,14,14,14,12,12,6,7,14,14,14,14,14,14,14,14,14,14,14,12,12,12,5,12,12,12,14,14,14,14,5,14,14,14,14,14,14,14,14,14
hothardware.com,14,14,14,14,14,14,14,9,7,14,14,14,14,14,14,14,14,14,14,14,14,14,14,7,14,14,14,14,14,14,14,8,14,14,14,14,14,14,14,14,14
www.dailyrecord.co.uk,14,14,14,14,14,10,10,6,6,14,14,14,14,14,14,14,14,14,14,14,10,10,10,6,10,10,10,14,14,14,14,8,14,14,14,14,14,14,14,14,14
www.phoenixnewtimes.com,14,14,14,14,14,13,13,4,8,14,14,14,14,14,14,14,14,14,14,14,13,13,13,10,13,13,13,14,14,14,14,10,14,14,14,14,14,14,14,14,14
www.al-monitor.com,14,14,14,14,14,12,12,4,8,14,14,14,14,14,14,14,14,14,14,14,12,12,12,8,12,12,12,14,14,14,14,9,14,14,14,14,14,14,14,14,14
www.philstar.com,14,14,14,14,14,13,13,8,7,14,14,14,14,14,14,14,14,14,14,14,13,13,13,7,13,13,13,14,14,14,14,7,14,14,14,14,14,14,14,14,14
insideclimatenews.org,14,14,14,14,14,9,9,4,8,14,14,14,14,14,14,14,14,14,14,14,9,9,9,8,9,9,9,14,14,14,14,10,14,14,14,14,14,14,14,14,14
www.pcmag.com,14,14,14,14,14,11,11,7,6,14,14,14,14,14,14,14,14,14,14,14,11,11,11,1,11,11,11,14,14,14,14,2,14,14,14,14,14,14,14,14,14
www.news4jax.com,14,14,14,14,14,13,13,8,6,14,14,14,14,14,14,14,14,14,14,14,13,13,13,6,13,13,13,14,14,14,14,8,14,14,14,14,14,14,14,14,14
nltimes.nl,14,14,14,14,14,14,14,7,9,14,14,14,14,14,14,14,14,14,14,14,14,14,14,8,14,14,14,14,14,14,14,7,14,14,14,14,14,14,14,14,14
www.cbn.co.za,14,14,14,14,14,12,12,4,8,14,14,14,14,14,14,14,14,14,14,14,12,12,12,8,12,12,12,14,14,14,14,10,14,14,14,14,14,14,14,14,14
www.masslive.com,14,14,14,14,14,12,12,7,9,14,14,14,14,14,14,14,14,14,14,14,11,11,11,7,11,11,11,14,13,13,13,8,13,13,13,14,14,14,14,14,14
www.wkrb13.com,14,14,14,14,14,12,12,6,9,14,14,14,14,14,14,14,14,14,14,14,12,12,12,2,12,12,12,14,14,14,14,2,14,14,14,14,14,14,14,14,14
carissaraman.com,14,14,14,14,14,14,14,5,9,14,14,14,14,14,14,14,14,14,14,14,14,14,14,1,14,14,14,14,14,14,14,0,14,14,14,14,14,14,14,14,14
www.comminit.com,14,14,14,14,14,14,14,7,8,14,14,14,14,14,14,14,14,14,14,14,14,14,14,8,14,14,14,14,14,14,14,8,14,14,14,14,14,14,14,14,14
www.thememo.com,14,14,14,14,14,13,13,7,8,14,14,14,14,14,14,14,14,14,14,14,11,11,11,4,11,11,11,14,12,12,12,6,12,12,12,14,14,14,14,14,14
www.geo.tv,14,14,14,14,14,12,12,7,5,14,14,14,14,14,14,14,14,14,14,14,12,12,12,3,12,12,12,14,14,14,14,3,14,14,14,14,14,14,14,14,14
www.timescolonist.com,14,14,14,14,14,11,11,8,5,14,14,14,14,14,14,14,14,14,14,14,11,11,11,6,11,11,11,14,14,14,14,6,14,14,14,14,14,14,14,14,14
mlmnewsblog.com,14,14,14,14,14,10,10,4,6,14,14,14,14,14,14,14,14,14,14,14,10,10,10,4,10,10,10,14,14,14,14,5,14,14,14,14,14,14,14,14,14
www.computerworld.in,14,14,14,14,14,13,13,10,5,14,14,14,14,14,14,14,14,14,14,14,13,13,13,8,13,13,13,14,14,14,14,9,14,14,14,14,14,14,14,14,14
dreams-inn.com,14,14,14,14,14,12,12,7,8,14,14,14,14,14,14,14,14,14,14,14,12,12,12,2,12,12,12,14,14,14,14,2,14,14,14,14,14,14,14,14,14
www.mobileworldlive.com,14,14,14,14,14,11,11,9,5,14,14,14,14,14,14,14,14,14,14,14,9,9,9,2,9,9,9,14,12,12,12,2,12,12,12,14,14,14,14,14,14
www.investordaily.com.au,13,13,13,13,13,12,12,10,5,13,13,13,13,13,13,13,13,13,13,13,12,12,12,5,12,12,12,13,13,13,13,5,13,13,13,13,13,13,13,13,13
manchesterinklink.com,13,13,13,13,13,12,12,3,10,13,13,13,13,13,13,13,13,13,13,13,12,12,12,7,12,12,12,13,13,13,13,8,13,13,13,13,13,13,13,13,13
memeburn.com,13,13,13,13,13,11,11,8,5,13,13,13,13,13,13,13,13,13,13,13,11,11,11,4,11,11,11,13,13,13,13,4,13,13,13,13,13,13,13,13,13
www.timescall.com,13,13,13,13,13,13,13,8,5,13,13,13,13,13,13,13,13,13,13,13,13,13,13,8,13,13,13,13,13,13,13,6,13,13,13,13,13,13,13,13,13
news.fastcompany.com,13,13,13,13,13,13,13,10,4,13,13,13,13,13,13,13,13,13,13,13,13,13,13,3,13,13,13,13,13,13,13,3,13,13,13,13,13,13,13,13,13
reliefweb.int,13,13,13,13,13,12,12,5,7,13,13,13,13,13,13,13,13,13,13,13,12,12,12,4,12,12,12,13,13,13,13,3,13,13,13,13,13,13,13,13,13
www.makeuseof.com,13,13,13,13,13,13,13,8,7,13,13,13,13,13,13,13,13,13,13,13,13,13,13,4,13,13,13,13,13,13,13,4,13,13,13,13,13,13,13,13,13
www.thatsmags.com,13,13,13,13,13,12,12,9,5,13,13,13,13,13,13,13,13,13,13,13,12,12,12,2,12,12,12,13,13,13,13,4,13,13,13,13,13,13,13,13,13
girlsjustwannahaveguns.com,13,13,13,13,13,12,12,6,8,13,13,13,13,13,13,13,13,13,13,13,12,12,12,5,12,12,12,13,13,13,13,6,13,13,13,13,13,13,13,13,13
www.mercurynews.com,13,13,13,13,13,10,10,4,8,13,13,13,13,13,13,13,13,13,13,13,9,9,9,3,9,9,9,13,12,12,12,3,12,12,12,13,13,13,13,13,13
www.newindianexpress.com,13,13,13,13,13,11,11,10,6,13,13,13,13,13,13,13,13,13,13,13,11,11,11,5,11,11,11,13,13,13,13,7,13,13,13,13,13,13,13,13,13
www.northwestgeorgianews.com,13,13,13,13,13,12,12,7,10,13,13,13,13,13,13,13,13,13,13,13,12,12,12,0,12,12,12,13,13,13,13,0,13,13,13,13,13,13,13,13,13
www.laprensalatina.com,13,13,13,13,13,10,10,7,3,13,13,13,13,13,13,13,13,13,13,13,10,10,10,3,10,10,10,13,13,13,13,5,13,13,13,13,13,13,13,13,13
www.kachwanya.com,13,13,13,13,13,13,13,9,5,13,13,13,13,13,13,13,13,13,13,13,13,13,13,8,13,13,13,13,13,13,13,8,13,13,13,13,13,13,13,13,13
www.businesskorea.co.kr,13,13,13,13,13,11,11,4,6,13,13,13,13,13,13,13,13,13,13,13,11,11,11,5,11,11,11,13,13,13,13,6,13,13,13,13,13,13,13,13,13
omojuwa.com,13,13,13,13,13,12,12,7,6,13,13,13,13,13,13,13,13,13,13,13,9,9,9,6,9,9,9,13,10,10,10,6,10,10,10,13,13,13,13,13,13
www.bloombergview.com,13,13,13,13,13,12,12,8,3,13,13,13,13,13,13,13,13,13,13,13,12,12,12,6,12,12,12,13,13,13,13,6,13,13,13,13,13,13,13,13,13
nz.news.yahoo.com,13,13,13,13,13,13,13,9,6,13,13,13,13,13,13,13,13,13,13,13,13,13,13,3,13,13,13,13,13,13,13,3,13,13,13,13,13,13,13,13,13
www.turkeytelegraph.com,13,13,13,13,13,11,11,8,4,13,13,13,13,13,13,13,13,13,13,13,11,11,11,2,11,11,11,13,13,13,13,4,13,13,13,13,13,13,13,13,13
sbr.com.sg,13,13,13,13,13,12,12,6,6,13,13,13,13,13,13,13,13,13,13,13,12,12,12,0,12,12,12,13,13,13,13,1,13,13,13,13,13,13,13,13,13
radio.wosu.org,13,13,13,13,13,10,10,7,4,13,13,13,13,13,13,13,13,13,13,13,10,10,10,5,10,10,10,13,13,13,13,7,13,13,13,13,13,13,13,13,13
modernconsensus.com,13,13,13,13,13,9,9,7,4,13,13,13,13,13,13,13,13,13,13,13,9,9,9,4,9,9,9,13,13,13,13,5,13,13,13,13,13,13,13,13,13
www.touringcartimes.com,13,13,13,13,13,12,12,5,6,13,13,13,13,13,13,13,13,13,13,13,12,12,12,4,12,12,12,13,13,13,13,5,13,13,13,13,13,13,13,13,13
gisuser.com,13,13,13,13,13,11,11,5,5,13,13,13,13,13,13,13,13,13,13,13,7,7,7,5,7,7,7,13,9,9,9,5,9,9,9,13,13,13,13,13,13
www.alphr.com,13,13,13,13,13,12,12,7,6,13,13,13,13,13,13,13,13,13,13,13,12,12,12,3,12,12,12,13,13,13,13,3,13,13,13,13,13,13,13,13,13
www.fox17online.com,13,13,13,13,13,12,12,7,5,13,13,13,13,13,13,13,13,13,13,13,12,12,12,8,12,12,12,13,13,13,13,8,13,13,13,13,13,13,13,13,13
lasvegassun.com,13,13,13,13,13,12,12,6,7,13,13,13,13,13,13,13,13,13,13,13,12,12,12,2,12,12,12,13,13,13,13,3,13,13,13,13,13,13,13,13,13
thehackernews.com,13,13,13,13,13,10,10,5,5,13,13,13,13,13,13,13,13,13,13,13,10,10,10,3,10,10,10,13,13,13,13,6,13,13,13,13,13,13,13,13,13
www.360nobs.com,13,13,13,13,13,13,13,7,6,13,13,13,13,13,13,13,13,13,13,13,11,11,11,6,11,11,11,13,11,11,11,8,11,11,11,13,13,13,13,13,13
www.sunstar.com.ph,13,13,13,13,13,11,11,7,7,13,13,13,13,13,13,13,13,13,13,13,11,11,11,8,11,11,11,13,13,13,13,9,13,13,13,13,13,13,13,13,13
www.wallstreet-online.de,13,13,13,13,13,12,12,7,7,13,13,13,13,13,13,13,13,13,13,13,12,12,12,3,12,12,12,13,13,13,13,1,13,13,13,13,13,13,13,13,13
coinweek.com,13,13,13,13,13,13,13,9,5,13,13,13,13,13,13,13,13,13,13,13,13,13,13,5,13,13,13,13,13,13,13,5,13,13,13,13,13,13,13,13,13
computerworld.com.sg,13,13,13,13,13,12,12,11,2,13,13,13,13,13,13,13,13,13,13,13,12,12,12,7,12,12,12,13,13,13,13,6,13,13,13,13,13,13,13,13,13
www.haaretzdaily.com,13,13,13,13,13,11,11,8,5,13,13,13,13,13,13,13,13,13,13,13,11,11,11,7,11,11,11,13,13,13,13,8,13,13,13,13,13,13,13,13,13
thenewsnigeria.com.ng,13,13,13,13,13,10,10,4,6,13,13,13,13,13,13,13,13,13,13,13,7,7,7,2,7,7,7,13,9,9,9,2,9,9,9,13,13,13,13,13,13
theoutline.com,13,13,13,13,13,11,11,9,3,13,13,13,13,13,13,13,13,13,13,13,11,11,11,5,11,11,11,13,13,13,13,5,13,13,13,13,13,13,13,13,13
wingatewire.com,13,13,13,13,13,11,11,5,7,13,13,13,13,13,13,13,13,13,13,13,11,11,11,5,11,11,11,13,13,13,13,6,13,13,13,13,13,13,13,13,13
jamaica-gleaner.com,13,13,13,13,13,13,13,11,5,13,13,13,13,13,13,13,13,13,13,13,13,13,13,7,13,13,13,13,13,13,13,6,13,13,13,13,13,13,13,13,13
thesaker.is,13,13,13,13,13,11,11,7,4,13,13,13,13,13,13,13,13,13,13,13,9,9,9,6,9,9,9,13,11,11,11,7,11,11,11,13,13,13,13,13,13
thesource.com,13,13,13,13,13,12,12,8,6,13,13,13,13,13,13,13,13,13,13,13,12,12,12,3,12,12,12,13,13,13,13,3,13,13,13,13,13,13,13,13,13
